code,context,function,category,severity,cwe,language,project_type,is_vulnerable,source
_FLAG_NO_EQUAL_PAT = re.compile(r'\s*--([^=]+)\s*'),"_FLAG_SINGLE_QUOTE_PAT = re.compile(r""\s*--([^=]+)='([^']*)'"")
_FLAG_DOUBLE_QUOTE_PAT = re.compile(r'\s*--([^=]+)=""([^""]*)""')
_FLAG_NO_QUOTE_PAT = re.compile(r'\s*--([^=]+)=(\S*)')
_FLAG_NO_EQUAL_PAT = re.compile(r'\s*--([^=]+)\s*')

FLAGS_ENV_VAR = 'TENSOR_TRACER_FLAGS'
FLAG_NAME_ENABLE = 'enable'",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
_OP_RANGE_PAT = re.compile(r'(\d+):(\d+)'),"    FLAG_NAME_INSPECT_TRACE, FLAG_FLUSH_SUMMARY,
]

_OP_RANGE_PAT = re.compile(r'(\d+):(\d+)')
_TEST_UNDECLARED_OUTPUTS_DIR_ENV_VAR = 'TEST_UNDECLARED_OUTPUTS_DIR'

_TT_DEFAULT_TRACE_LEVEL = 3",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
r = re.compile(v),"      return re_list
    list_of_values = flag_value.split(',')
    for v in list_of_values:
      r = re.compile(v)
      re_list.append(r)
    return re_list
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
exec(  # pylint:disable=exec-used,"
  # expr is defined because we would have raised an error otherwise.
  new_ast = ast.Module(body=expr.body, type_ignores=[])  # pylint:disable=undefined-loop-variable
  exec(  # pylint:disable=exec-used
      compile(new_ast, '<ast>', 'exec'),
      globals(),
      wrapped_test_module.__dict__,",exec,Code Execution,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
exec(  # pylint:disable=exec-used,"
  # expr is defined because we would have raised an error otherwise.
  new_ast = ast.Module(body=expr.body, type_ignores=[])  # pylint:disable=undefined-loop-variable
  exec(  # pylint:disable=exec-used
      compile(new_ast, '<ast>', 'exec'),
      globals(),
      wrapped_test_module.__dict__,",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"compile(new_ast, '<ast>', 'exec'),","  # expr is defined because we would have raised an error otherwise.
  new_ast = ast.Module(body=expr.body, type_ignores=[])  # pylint:disable=undefined-loop-variable
  exec(  # pylint:disable=exec-used
      compile(new_ast, '<ast>', 'exec'),
      globals(),
      wrapped_test_module.__dict__,
  )",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"return importlib.import_module(FLAGS.wrapped_tpu_test_module_relative,","  Returns:
    The user test module.
  """"""
  return importlib.import_module(FLAGS.wrapped_tpu_test_module_relative,
                                 calculate_parent_python_path(sys.argv[0]))

",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
# A fetch had a corresponding direct TensorHandle feed. Call eval(),"        # If the fetch was in the feeds, use the fed value, otherwise
        # use the returned value.
        if self._fetches[i].ref() in self._feed_handles:
          # A fetch had a corresponding direct TensorHandle feed. Call eval()
          # to obtain the Tensor value from the TensorHandle.
          value = self._feed_handles[self._fetches[i].ref()].eval()
        else:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
value = self._feed_handles[self._fetches[i].ref()].eval(),"        if self._fetches[i].ref() in self._feed_handles:
          # A fetch had a corresponding direct TensorHandle feed. Call eval()
          # to obtain the Tensor value from the TensorHandle.
          value = self._feed_handles[self._fetches[i].ref()].eval()
        else:
          value = self._feeds.get(self._fetches[i].ref())
        if value is None:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
print(c.eval()),"
    with sess.as_default():
      assert tf.compat.v1.get_default_session() is sess
      print(c.eval())
    ```

    To get the current default session, use `tf.compat.v1.get_default_session`.",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
print(c.eval()),"    c = tf.constant(...)
    sess = tf.compat.v1.Session()
    with sess.as_default():
      print(c.eval())
    # ...
    with sess.as_default():
      print(c.eval())",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
print(c.eval()),"      print(c.eval())
    # ...
    with sess.as_default():
      print(c.eval())

    sess.close()
    ```",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
# We can just use 'c.eval()' without passing 'sess',"  a = tf.constant(5.0)
  b = tf.constant(6.0)
  c = a * b
  # We can just use 'c.eval()' without passing 'sess'
  print(c.eval())
  sess.close()
  ```",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
print(c.eval()),"  b = tf.constant(6.0)
  c = a * b
  # We can just use 'c.eval()' without passing 'sess'
  print(c.eval())
  sess.close()
  ```
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
# We can also use 'c.eval()' here.,"  b = tf.constant(6.0)
  c = a * b
  with tf.compat.v1.Session():
    # We can also use 'c.eval()' here.
    print(c.eval())
  ```
  """"""",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
print(c.eval()),"  c = a * b
  with tf.compat.v1.Session():
    # We can also use 'c.eval()' here.
    print(c.eval())
  ```
  """"""
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
_NODEDEF_NAME_RE = re.compile(,"  # both the old and the new formats:
  # Old format: [[Node: <node_name> = ...]]
  # New format: [[{{node <node_name>}} = ...]]
  _NODEDEF_NAME_RE = re.compile(
      r'\[\[(Node: )?(\{\{node )?([^\} ]*)(\}\})?\s*=*')

  def _do_run(self, handle, target_list, fetch_list, feed_dict, options,",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
copy_val = copy.eval({'W1:0': arr}),"      # Test with feed.
      # TODO(mrry): Investigate why order='F' didn't work.
      arr = np.asarray([[0, 1, 2], [3, 4, 5]], dtype=np.float32, order='C')
      copy_val = copy.eval({'W1:0': arr})
      self.assertAllEqual(arr, copy_val)
      # Test without feed.
      copy_val = self.evaluate(copy)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"self.assertAllEqual(sp.dense_shape.eval(session=s), shape)","      shape = np.array([7, 9, 2]).astype(np.int64)
      sp = array_ops.sparse_placeholder(
          dtype=np.float32, shape=shape, name='placeholder1')
      self.assertAllEqual(sp.dense_shape.eval(session=s), shape)
      self.assertAllEqual(tensor_util.constant_value(sp.shape), shape)
      sp_indices = array_ops.identity(sp.indices)
      sp_values = array_ops.identity(sp.values)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"fed_c_val = c.eval(feed_dict={a.name: [[4.0, 4.0]]})","      c_val = self.evaluate(c)
      self.assertAllEqual([[4.0, 4.0, 4.0]], c_val)

      fed_c_val = c.eval(feed_dict={a.name: [[4.0, 4.0]]})
      self.assertAllEqual([[16.0, 16.0, 16.0]], fed_c_val)

  @test_util.run_v1_only('b/120545219')",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"assign_b_to_v.eval(feed_dict={'b:0': [[3.0, 3.0]]})","      v_val = self.evaluate(v)
      self.assertAllEqual([[2.0, 2.0]], v_val)

      assign_b_to_v.eval(feed_dict={'b:0': [[3.0, 3.0]]})
      v_val = self.evaluate(v)
      self.assertAllEqual([[3.0, 3.0]], v_val)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
val = c.eval(session=sess),"
      def run_step():
        ev.wait()
        val = c.eval(session=sess)
        self.assertEqual(val, 5.0)

      threads = [self.checkedThread(target=run_step) for _ in range(100)]",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
c_2.eval(),"      self.assertEqual(sess.run(c_2), 5.0)
      with self.assertRaisesWithPredicateMatch(
          ValueError, lambda e: 'No default session is registered.' in str(e)):
        c_2.eval()

  @test_util.run_v1_only('b/120545219')
  def testInteractive(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
out_t.eval(feed_dict={feed_t: feed_val}),"      with self.assertRaisesRegex(TypeError, 'cannot be a tf.Tensor object'):
        sess.run(out_t, feed_dict={feed_t: feed_val})
      with self.assertRaisesRegex(TypeError, 'cannot be a tf.Tensor object'):
        out_t.eval(feed_dict={feed_t: feed_val})
      with self.assertRaisesRegex(TypeError, 'cannot be a tf.Tensor object'):
        out_t.op.run(feed_dict={feed_t: feed_val})
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
out = c.eval(feed_dict={feed_t: c_list}),"      c_list = [b'\n\x01\x00', b'\n\x00\x01']
      feed_t = array_ops.placeholder(dtype=dtypes.string, shape=[2])
      c = array_ops.identity(feed_t)
      out = c.eval(feed_dict={feed_t: c_list})
      self.assertEqual(c_list[0], out[0])
      self.assertEqual(c_list[1], out[1])
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
out = c.eval(feed_dict={feed_t: c_list}),"      feed_t = array_ops.placeholder(dtype=dtypes.string, shape=[len(c_list)])
      c = array_ops.identity(feed_t)

      out = c.eval(feed_dict={feed_t: c_list})
      for i in range(len(c_list)):
        self.assertEqual(c_list[i], out[i].decode('utf-8'))
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"out = c.eval(feed_dict={feed_t: np.array(c_list, dtype=np.object_)})","      for i in range(len(c_list)):
        self.assertEqual(c_list[i], out[i].decode('utf-8'))

      out = c.eval(feed_dict={feed_t: np.array(c_list, dtype=np.object_)})
      for i in range(len(c_list)):
        self.assertEqual(c_list[i], out[i].decode('utf-8'))
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
t = pickle.load(f),"      pickle.dump(t, f)

    with open(fname, 'rb') as f:
      t = pickle.load(f)
      self.assertAllEqual(t.numpy(), 10.0)

  @test_util.run_gpu_only",pickle.load,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:TensorFlow Core
self._thread_name_filter_pattern = (re.compile(thread_name_filter),"
    # The session being wrapped.
    self._sess = sess
    self._thread_name_filter_pattern = (re.compile(thread_name_filter)
                                        if thread_name_filter else None)
    # TODO(cais/kstevens): Unittest this pass through feature.
    self._pass_through_operrors = pass_through_operrors",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
pattern_re = re.compile(pattern),"

def _at_least_one_line_matches(pattern, lines):
  pattern_re = re.compile(pattern)
  for i, line in enumerate(lines):
    if pattern_re.search(line):
      return True, i",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"_ARRAY_VALUE_SEPARATOR_REGEX = re.compile(r""(array|\(|\[|\]|\)|\||,)"")","
# Regular expression for separators between values in a string representation
# of an ndarray, exclusing whitespace.
_ARRAY_VALUE_SEPARATOR_REGEX = re.compile(r""(array|\(|\[|\]|\)|\||,)"")


def assert_array_lines_close(test, expected_array, array_lines):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"_NUMBER_REGEX = re.compile(r""[-+]?([0-9][-+0-9eE\.]+|nan|inf)(\s|,|\])"")","_NUMPY_OMISSION = ""...,""
_NUMPY_DEFAULT_EDGE_ITEMS = 3

_NUMBER_REGEX = re.compile(r""[-+]?([0-9][-+0-9eE\.]+|nan|inf)(\s|,|\])"")

BEGIN_INDICES_KEY = ""i0""
OMITTED_INDICES_KEY = ""omitted""",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
op_type_regex = re.compile(parsed.op_type_filter),"
    filter_strs = []
    if parsed.op_type_filter:
      op_type_regex = re.compile(parsed.op_type_filter)
      filter_strs.append(""Op type regex filter: \""%s\"""" % parsed.op_type_filter)
    else:
      op_type_regex = None",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
node_name_regex = re.compile(parsed.node_name_filter),"      op_type_regex = None

    if parsed.node_name_filter:
      node_name_regex = re.compile(parsed.node_name_filter)
      filter_strs.append(""Node name regex filter: \""%s\"""" %
                         parsed.node_name_filter)
    else:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
node_name_regex = (re.compile(parsed.node_name_filter),"    exec_time_interval = (
        command_parser.parse_time_interval(parsed.execution_time)
        if parsed.execution_time else None)
    node_name_regex = (re.compile(parsed.node_name_filter)
                       if parsed.node_name_filter else None)
    file_path_regex = (re.compile(parsed.file_path_filter)
                       if parsed.file_path_filter else None)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
file_path_regex = (re.compile(parsed.file_path_filter),"        if parsed.execution_time else None)
    node_name_regex = (re.compile(parsed.node_name_filter)
                       if parsed.node_name_filter else None)
    file_path_regex = (re.compile(parsed.file_path_filter)
                       if parsed.file_path_filter else None)
    op_type_regex = (re.compile(parsed.op_type_filter)
                     if parsed.op_type_filter else None)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
op_type_regex = (re.compile(parsed.op_type_filter),"                       if parsed.node_name_filter else None)
    file_path_regex = (re.compile(parsed.file_path_filter)
                       if parsed.file_path_filter else None)
    op_type_regex = (re.compile(parsed.op_type_filter)
                     if parsed.op_type_filter else None)

    output = debugger_cli_common.RichTextLines([""""])",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
device_name_regex = (re.compile(parsed.device_name_filter),"                     if parsed.op_type_filter else None)

    output = debugger_cli_common.RichTextLines([""""])
    device_name_regex = (re.compile(parsed.device_name_filter)
                         if parsed.device_name_filter else None)
    data_generator = self._get_profile_data_generator()
    device_count = len(self._run_metadata.step_stats.dev_stats)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
device_name_regex = (re.compile(parsed.device_name_filter),"
    parsed = self._arg_parsers[""print_source""].parse_args(args)

    device_name_regex = (re.compile(parsed.device_name_filter)
                         if parsed.device_name_filter else None)

    profile_data = []",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
_ELEMENT_REGEX = re.compile(,"
  # Regular expression for text representation of float numbers, possibly in
  # engineering notation.
  _ELEMENT_REGEX = re.compile(
      r""([+-]?(\d+(\.\d*)?|\.\d+)([eE][+-]?\d+)?|nan|inf|-inf)"")

  def _checkBeginIndicesAnnotations(self, out, a):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
return eval(rewritten_expression)  # pylint: disable=eval-used,"          ""self._cached_tensor_values['"" + tensor_name + ""']"" +
          rewritten_expression[match.end(0):])

    return eval(rewritten_expression)  # pylint: disable=eval-used
",eval,Code Execution,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
return eval(rewritten_expression)  # pylint: disable=eval-used,"          ""self._cached_tensor_values['"" + tensor_name + ""']"" +
          rewritten_expression[match.end(0):])

    return eval(rewritten_expression)  # pylint: disable=eval-used
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"_DUMP_TENSOR_PATTERN = re.compile(r""`.*?`"")","
from tensorflow.python.debug.lib import debug_data

_DUMP_TENSOR_PATTERN = re.compile(r""`.*?`"")
_DEVICE_NAME_PREFIX_PATTERN = re.compile(
    r""/job:(\w)+/replica:(\d)+/task:(\d)+/(\w)+:(\d)+:"")
_EXEC_INDEX_SUFFIX_PATTERN = re.compile(r""\[(\d)*\]$"")",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
_DEVICE_NAME_PREFIX_PATTERN = re.compile(,"from tensorflow.python.debug.lib import debug_data

_DUMP_TENSOR_PATTERN = re.compile(r""`.*?`"")
_DEVICE_NAME_PREFIX_PATTERN = re.compile(
    r""/job:(\w)+/replica:(\d)+/task:(\d)+/(\w)+:(\d)+:"")
_EXEC_INDEX_SUFFIX_PATTERN = re.compile(r""\[(\d)*\]$"")
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"_EXEC_INDEX_SUFFIX_PATTERN = re.compile(r""\[(\d)*\]$"")","_DUMP_TENSOR_PATTERN = re.compile(r""`.*?`"")
_DEVICE_NAME_PREFIX_PATTERN = re.compile(
    r""/job:(\w)+/replica:(\d)+/task:(\d)+/(\w)+:(\d)+:"")
_EXEC_INDEX_SUFFIX_PATTERN = re.compile(r""\[(\d)*\]$"")

_DEFAULT_DEBUG_OP = ""DebugIdentity""
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
re_prog = re.compile(regex),"      annotations=orig_screen_output.annotations)

  try:
    re_prog = re.compile(regex)
  except re.error:
    raise ValueError(""Invalid regular expression: \""%s\"""" % regex)
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"_BRACKETS_PATTERN = re.compile(r""\[[^\]]*\]"")","import sys


_BRACKETS_PATTERN = re.compile(r""\[[^\]]*\]"")
_QUOTES_PATTERN = re.compile(r""(\""[^\""]*\""|\'[^\']*\')"")
_WHITESPACE_PATTERN = re.compile(r""\s+"")
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"_QUOTES_PATTERN = re.compile(r""(\""[^\""]*\""|\'[^\']*\')"")","

_BRACKETS_PATTERN = re.compile(r""\[[^\]]*\]"")
_QUOTES_PATTERN = re.compile(r""(\""[^\""]*\""|\'[^\']*\')"")
_WHITESPACE_PATTERN = re.compile(r""\s+"")

_NUMBER_PATTERN = re.compile(r""[-+]?(\d+(\.\d*)?|\.\d+)([eE][-+]?\d+)?"")",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"_WHITESPACE_PATTERN = re.compile(r""\s+"")","
_BRACKETS_PATTERN = re.compile(r""\[[^\]]*\]"")
_QUOTES_PATTERN = re.compile(r""(\""[^\""]*\""|\'[^\']*\')"")
_WHITESPACE_PATTERN = re.compile(r""\s+"")

_NUMBER_PATTERN = re.compile(r""[-+]?(\d+(\.\d*)?|\.\d+)([eE][-+]?\d+)?"")
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"_NUMBER_PATTERN = re.compile(r""[-+]?(\d+(\.\d*)?|\.\d+)([eE][-+]?\d+)?"")","_QUOTES_PATTERN = re.compile(r""(\""[^\""]*\""|\'[^\']*\')"")
_WHITESPACE_PATTERN = re.compile(r""\s+"")

_NUMBER_PATTERN = re.compile(r""[-+]?(\d+(\.\d*)?|\.\d+)([eE][-+]?\d+)?"")


class Interval(object):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
tensor_name_pattern = re.compile(tensor_name_regex),"    Returns:
      The GradientsDebugger instance itself.
    """"""
    tensor_name_pattern = re.compile(tensor_name_regex)
    with graph.as_default():
      for op in graph.get_operations():
        for output in op.outputs:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
re.compile(path_regex_allowlist) if path_regex_allowlist else None),"  tensor_name_to_num_dumps = {}

  path_regex = (
      re.compile(path_regex_allowlist) if path_regex_allowlist else None)
  node_name_regex = (
      re.compile(node_name_regex_allowlist)
      if node_name_regex_allowlist else None)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
re.compile(node_name_regex_allowlist),"  path_regex = (
      re.compile(path_regex_allowlist) if path_regex_allowlist else None)
  node_name_regex = (
      re.compile(node_name_regex_allowlist)
      if node_name_regex_allowlist else None)

  to_skip_file_paths = set()",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
node_name_regex = re.compile(node_name_filter) if node_name_filter else None,"
  source_file_path = _norm_abs_path(source_file_path)

  node_name_regex = re.compile(node_name_filter) if node_name_filter else None
  op_type_regex = re.compile(op_type_filter) if op_type_filter else None

  line_to_profile_summary = {}",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
op_type_regex = re.compile(op_type_filter) if op_type_filter else None,"  source_file_path = _norm_abs_path(source_file_path)

  node_name_regex = re.compile(node_name_filter) if node_name_filter else None
  op_type_regex = re.compile(op_type_filter) if op_type_filter else None

  line_to_profile_summary = {}
  for profile_datum in profile_data:",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
exclude_node_names = re.compile(exclude_node_names),"       timestamp.
    """"""
    if exclude_node_names:
      exclude_node_names = re.compile(exclude_node_names)

    matched_data = []
    for device in (self._dump_tensor_data if device_name is None",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
re.compile(node_name_regex_allowlist),"    debug_ops = [debug_ops]

  node_name_pattern = (
      re.compile(node_name_regex_allowlist)
      if node_name_regex_allowlist else None)
  op_type_pattern = (
      re.compile(op_type_regex_allowlist) if op_type_regex_allowlist else None)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
re.compile(op_type_regex_allowlist) if op_type_regex_allowlist else None),"      re.compile(node_name_regex_allowlist)
      if node_name_regex_allowlist else None)
  op_type_pattern = (
      re.compile(op_type_regex_allowlist) if op_type_regex_allowlist else None)
  tensor_dtype_pattern = (
      re.compile(tensor_dtype_regex_allowlist)
      if tensor_dtype_regex_allowlist else None)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
re.compile(tensor_dtype_regex_allowlist),"  op_type_pattern = (
      re.compile(op_type_regex_allowlist) if op_type_regex_allowlist else None)
  tensor_dtype_pattern = (
      re.compile(tensor_dtype_regex_allowlist)
      if tensor_dtype_regex_allowlist else None)

  ops = graph.get_operations()",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
re.compile(node_name_regex_denylist),"    debug_ops = [debug_ops]

  node_name_pattern = (
      re.compile(node_name_regex_denylist)
      if node_name_regex_denylist else None)
  op_type_pattern = (
      re.compile(op_type_regex_denylist) if op_type_regex_denylist else None)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
re.compile(op_type_regex_denylist) if op_type_regex_denylist else None),"      re.compile(node_name_regex_denylist)
      if node_name_regex_denylist else None)
  op_type_pattern = (
      re.compile(op_type_regex_denylist) if op_type_regex_denylist else None)
  tensor_dtype_pattern = (
      re.compile(tensor_dtype_regex_denylist)
      if tensor_dtype_regex_denylist else None)",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
re.compile(tensor_dtype_regex_denylist),"  op_type_pattern = (
      re.compile(op_type_regex_denylist) if op_type_regex_denylist else None)
  tensor_dtype_pattern = (
      re.compile(tensor_dtype_regex_denylist)
      if tensor_dtype_regex_denylist else None)

  ops = graph.get_operations()",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"def compile(computation, inputs=None):  # pylint: disable=redefined-builtin","    None, 'xla.experimental.compile is deprecated. Consider using '
    '`@tf.function(jit_compile=True)`.',
    warn_once=True)
def compile(computation, inputs=None):  # pylint: disable=redefined-builtin
  """"""Builds an operator that compiles and runs `computation` with XLA.

  NOTE: In eager mode, `computation` will have `@tf.function` semantics.",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"xla.compile() computation with attribute ""_xla_compile_id=XYZ"", where XYZ is","  THIS IS ONLY FOR TENSORFLOW INTERNAL IMPLEMENTATION, DO NO USE DIRECTLY.

  The primary role of `XLACompileContext` is to mark operators inside a
  xla.compile() computation with attribute ""_xla_compile_id=XYZ"", where XYZ is
  a unique name.

  `ControlFlowContext` is used to perform the annotation since it integrates",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"`ResourceVariable` is constructed inside a xla.compile() block, the","
  `ControlFlowContext` is used to perform the annotation since it integrates
  with Tensorflow constructs like ResourceVariables. For example, if a
  `ResourceVariable` is constructed inside a xla.compile() block, the
  `ResourceVariable` implementation can use
  `with ops.control_dependencies(None)` to build the variable's definition
  outside the compiled computation.",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
Summaries are not yet supported in xla.compile(). So we provide this context,"def _disable_summary_context():
  """"""Enters a context where all summary ops are skipped.

  Summaries are not yet supported in xla.compile(). So we provide this context
  manager that can skip creating summary ops. This is a temporary workaround due
  to XLA not supporting summary ops.
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
name=_remove_graph_sequence_number(tensor_info.name)).eval(),"    return _generate_random_tensor_ops(
        shape=shape,
        dtype=dtype,
        name=_remove_graph_sequence_number(tensor_info.name)).eval()


def _generate_random_tensor_v2(",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
cloned = pickle.loads(pickle.dumps(func)),"        reduce_retracing=relax_shapes,
    )

    cloned = pickle.loads(pickle.dumps(func))

    self.assertEqual(func._name, cloned._name)
    self.assertEqual(input_signature, cloned.input_signature)",pickle.loads,Unsafe Deserialization,CRITICAL,CWE-502,Python,ML/AI,1,ML/AI:TensorFlow Core
"error_pattern = re.compile(r'Graph execution error.*test_fn', re.DOTALL)","        return script_ops.eager_py_func(
            func=lambda: array_ops.constant([2.]), inp=(), Tout=dtypes.int32)

    error_pattern = re.compile(r'Graph execution error.*test_fn', re.DOTALL)
    with self.assertRaisesRegex(errors.InvalidArgumentError, error_pattern):
      test_fn()
",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"re.compile('polymorphic_function_test.*out of scope', re.DOTALL)):","
    with self.assertRaisesRegex(
        TypeError,
        re.compile('polymorphic_function_test.*out of scope', re.DOTALL)):
      failing_function()

  def testSymbolicTensorIllegalCaptureCallTimeError(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
"re.compile('polymorphic_function_test.*out of scope', re.DOTALL)):","    f1(constant_op.constant(1))
    with self.assertRaisesRegex(
        TypeError,
        re.compile('polymorphic_function_test.*out of scope', re.DOTALL)):
      f2(constant_op.constant(2))

  def testSymbolicTensorIllegalCaptureTraceTimeError(self):",code_exec,ML-code_exec,CRITICAL,CWE-95,Python,ML/AI,1,ML/AI:TensorFlow Core
