code,file_path,category,severity,cwe,confidence,language,project,is_vulnerable,context,code_length,has_exec,has_sql,has_memcpy,has_password,has_verify_false,is_test_file,is_config_file,context_length,context_has_bounds_check,severity_encoded,lang_C/C++,lang_Go,lang_JavaScript,lang_Python,cat_Buffer Overflow,cat_Command Injection,cat_Hardcoded Credentials,cat_Information Disclosure,cat_Insecure Data Transmission,cat_Insecure RPC,cat_Integer Overflow,cat_Path Traversal,cat_Private Key Exposure,cat_Race Condition,cat_SQL Injection,cat_Unchecked Return Value,cat_Use After Free,cat_Weak Cryptography
cert_reqs = None,newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    socket by means of :py:func:`urllib3.util.ssl_wrap_socket`.
    """"""
",16,0,0,0,0,0,0,0,72,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ca_certs = None,newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    """"""

    default_port = port_by_scheme[""https""]",15,0,0,0,0,0,0,0,51,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ca_cert_dir = None,newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"
    default_port = port_by_scheme[""https""]
",18,0,0,0,0,0,0,0,44,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ca_cert_data = None,newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    default_port = port_by_scheme[""https""]

    cert_reqs = None",19,0,0,0,0,0,0,0,64,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"cert_file=None,",newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    def __init__(
        self,
        host,",15,0,0,0,0,0,0,0,45,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"cert_file=None,",newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        self._protocol = ""https""

    def set_cert(",15,0,0,0,0,0,0,0,51,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"cert_reqs=None,",newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"
    def set_cert(
        self,",15,0,0,0,0,0,0,0,32,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ca_certs=None,",newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        self,
        key_file=None,
        cert_file=None,",14,0,0,0,0,0,0,0,60,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ca_cert_dir=None,",newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        cert_reqs=None,
        key_password=None,
        ca_certs=None,",17,0,0,0,0,0,0,0,73,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ca_cert_data=None,",newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        key_password=None,
        ca_certs=None,
        assert_hostname=None,",18,0,0,0,0,0,0,0,79,1,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
if cert_reqs is None:,newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        """"""
        This method should only be called once, before the connection is used.
        """"""",21,0,0,0,0,0,0,0,102,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
cert_reqs = resolve_cert_reqs(None),newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        # have an SSLContext object in which case we'll use its verify_mode.
        if cert_reqs is None:
            if self.ssl_context is not None:",35,0,0,0,0,0,0,0,151,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"cert_file=None,",newrelic/packages/urllib3/connectionpool.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        headers=None,
        retries=None,
        _proxy=None,",15,0,0,0,0,0,0,0,64,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"cert_reqs=None,",newrelic/packages/urllib3/connectionpool.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        retries=None,
        _proxy=None,
        _proxy_headers=None,",15,0,0,0,0,0,0,0,71,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ca_certs=None,",newrelic/packages/urllib3/connectionpool.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        _proxy_headers=None,
        key_file=None,
        cert_file=None,",14,0,0,0,0,0,0,0,75,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ca_cert_dir=None,",newrelic/packages/urllib3/connectionpool.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        key_password=None,
        ca_certs=None,
        ssl_version=None,",17,0,0,0,0,0,0,0,75,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ssl_version, cert_reqs, ca_certs=None, ca_cert_dir=None, ca_cert_data=None",newrelic/packages/urllib3/util/proxy.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    # Otherwise always use a tunnel.
    return True
",74,0,0,0,0,0,0,0,53,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
self.ca_certs = None,newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        def __init__(self, protocol_version):
            self.protocol = protocol_version
            # Use default values from a real SSLContext",20,0,0,0,0,0,0,0,146,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
self.certfile = None,newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"            # Use default values from a real SSLContext
            self.check_hostname = False
            self.verify_mode = ssl.CERT_NONE",20,0,0,0,0,0,0,0,140,1,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ssl_version=None, cert_reqs=None, options=None, ciphers=None",newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"
    return candidate
",60,0,0,0,0,0,0,0,22,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"- Disables SSLv2, SSLv3, and compression",newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    """"""All arguments have the same meaning as ``ssl_wrap_socket``.

    By default, this function does a lot of the same work that",40,0,0,0,0,0,0,0,130,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
cert_reqs = ssl.CERT_REQUIRED if cert_reqs is None else cert_reqs,newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    context = SSLContext(ssl_version)

    context.set_ciphers(ciphers or DEFAULT_CIPHERS)",65,0,0,0,0,0,0,0,90,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"certfile=None,",newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"

def ssl_wrap_socket(",14,0,0,0,0,0,0,0,22,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"cert_reqs=None,",newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"
def ssl_wrap_socket(
    sock,",15,0,0,0,0,0,0,0,31,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ca_certs=None,",newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"def ssl_wrap_socket(
    sock,
    keyfile=None,",14,0,0,0,0,0,0,0,48,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ca_cert_dir=None,",newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    ca_certs=None,
    server_hostname=None,
    ssl_version=None,",17,0,0,0,0,0,0,0,66,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ca_cert_data=None,",newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    ssl_version=None,
    ciphers=None,
    ssl_context=None,",18,0,0,0,0,0,0,0,61,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
self._client_cert_chain = None,newrelic/packages/urllib3/contrib/securetransport.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        self._makefile_refs = 0
        self._closed = False
        self._exception = None",30,0,0,0,0,0,0,0,91,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
cert_array = None,newrelic/packages/urllib3/contrib/securetransport.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        # We want data in memory, so load it up.
        if os.path.isfile(trust_bundle):
            with open(trust_bundle, ""rb"") as f:",17,0,0,0,0,0,0,0,137,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
if cert_array is not None:,newrelic/packages/urllib3/contrib/securetransport.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"            _assert_no_error(result)
        finally:
            if trust:",26,0,0,0,0,0,0,0,75,1,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
self._client_cert_chain = None,newrelic/packages/urllib3/contrib/securetransport.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"            if self.context:
                CoreFoundation.CFRelease(self.context)
                self.context = None",30,0,0,0,0,0,0,0,119,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
certdata = None,newrelic/packages/urllib3/contrib/securetransport.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"        # instead to just flag to urllib3 that it shouldn't do its own hostname
        # validation when using SecureTransport.
        if not binary_form:",15,0,0,0,0,0,0,0,156,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
self._verify = False,newrelic/packages/urllib3/contrib/securetransport.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    """"""

    def __init__(self, protocol):",20,0,0,0,0,1,0,0,42,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
self._client_cert = None,newrelic/packages/urllib3/contrib/securetransport.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"    def __init__(self, protocol):
        self._min_version, self._max_version = _protocol_to_min_max[protocol]
        self._options = 0",24,0,0,0,0,0,0,0,137,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"def load_cert_chain(self, certfile, keyfile=None, password=None):",newrelic/packages/urllib3/contrib/securetransport.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"            with open(cafile):
                pass
",65,0,0,0,1,0,0,0,52,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"ssl.CERT_NONE: OpenSSL.SSL.VERIFY_NONE,",newrelic/packages/urllib3/contrib/pyopenssl.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"if hasattr(ssl, ""PROTOCOL_TLSv1_2"") and hasattr(OpenSSL.SSL, ""TLSv1_2_METHOD""):
    _openssl_versions[ssl.PROTOCOL_TLSv1_2] = OpenSSL.SSL.TLSv1_2_METHOD
",39,0,0,0,0,0,0,0,153,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"def load_cert_chain(self, certfile, keyfile=None, password=None):",newrelic/packages/urllib3/contrib/pyopenssl.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,1,"            if cadata is not None:
                self._ctx.load_verify_locations(BytesIO(cadata))
        except OpenSSL.SSL.Error as e:",65,0,0,0,1,0,0,0,138,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"exec (""""""exec _code_ in _globs_, _locs_"""""")",newrelic/packages/urllib3/packages/six.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,1,"            if _locs_ is None:
                _locs_ = frame.f_locals
            del frame",43,1,0,0,0,0,0,0,92,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
cert_file = None,tests/agent_unittests/test_http_client.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"    if system_certs_available:
        cert_file = ""foo""
        ca_path = ""/usr/certs""",16,0,0,0,0,0,1,0,87,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
def get_ca_certs(purpose=None):,tests/agent_unittests/test_http_client.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"        capath = ca_path

        def __init__(self, *args, **kwargs):",31,0,0,0,0,0,1,0,70,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
def get_ca_certs(purpose=None):,tests/agent_unittests/test_agent_protocol.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"        capath = None

        def __init__(self, *args, **kwargs):",31,0,0,0,0,0,1,0,67,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
session.verify = False  # Disable SSL verification,tests/testing_support/http_23_testing.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"        # HTTP/1.1 must remain enabled to allow the session to open
        session_kwargs[""disable_http2""] = True
",50,0,0,0,0,1,1,0,115,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
session.verify = False  # Disable SSL verification,tests/testing_support/http_23_testing.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"        # HTTP/1.1 must remain enabled to allow the session to open
        session_kwargs[""disable_http2""] = True
",50,0,0,0,0,1,1,0,115,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"response = sync_client.get(f""http://localhost:{mock_server.port}"", headers={""newrelic"": ""1234""})",tests/external_httpx/test_client.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"    CAT_RESPONSE_CODE = 200

    transaction = current_transaction()",96,0,0,0,0,0,1,0,68,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"response = await async_client.get(f""http://localhost:{mock_server.port}"", headers={""newrelic"": ""1234""})",tests/external_httpx/test_client.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"    global CAT_RESPONSE_CODE
    CAT_RESPONSE_CODE = 200
",103,0,0,0,0,0,1,0,57,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"client = httpx.Client(http1=False, http2=True, verify=False)",tests/external_httpx/test_client.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"@background_task(name=""test_sync_client_http2"")
def test_sync_client_http2(httpx, real_server):
    global CAT_RESPONSE_CODE",60,0,0,0,0,1,1,0,124,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"client = httpx.AsyncClient(http1=False, http2=True, verify=False)",tests/external_httpx/test_client.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"@background_task(name=""test_async_client_http2"")
def test_async_client_http2(httpx, real_server, loop):
    global CAT_RESPONSE_CODE",65,0,0,0,0,1,1,0,132,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"requests.get(f""https://localhost:{server.port}/"", verify=False)",tests/external_requests/test_requests.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"        background_task=True,
    )
    @background_task(name=""test_requests:test_https_request_get"")",63,0,0,0,0,1,1,0,101,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"class DisabledSSLConnection(valkey.SSLConnection, DisabledConnection):",tests/datastore_valkey/test_instance_info.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"
class DisabledUnixConnection(valkey.UnixDomainSocketConnection, DisabledConnection):
    pass",70,0,0,0,1,0,1,0,94,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r.connection_pool.connection_class = DisabledSSLConnection,tests/datastore_valkey/test_instance_info.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"    if r.connection_pool.connection_class is valkey.Connection:
        r.connection_pool.connection_class = DisabledConnection
    elif r.connection_pool.connection_class is valkey.UnixDomainSocketConnection:",58,0,0,0,0,0,1,0,209,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r.connection_pool.connection_class = DisabledSSLConnection,tests/datastore_valkey/test_instance_info.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"    if r.connection_pool.connection_class is valkey.Connection:
        r.connection_pool.connection_class = DisabledConnection
    elif r.connection_pool.connection_class is valkey.UnixDomainSocketConnection:",58,0,0,0,0,0,1,0,209,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"class DisabledSSLConnection(redis.SSLConnection, DisabledConnection):",tests/datastore_redis/test_instance_info.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"
class DisabledUnixConnection(redis.UnixDomainSocketConnection, DisabledConnection):
    pass",69,0,0,0,0,0,1,0,93,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r.connection_pool.connection_class = DisabledSSLConnection,tests/datastore_redis/test_instance_info.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"    if r.connection_pool.connection_class is redis.Connection:
        r.connection_pool.connection_class = DisabledConnection
    elif r.connection_pool.connection_class is redis.UnixDomainSocketConnection:",58,0,0,0,0,0,1,0,207,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
r.connection_pool.connection_class = DisabledSSLConnection,tests/datastore_redis/test_instance_info.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"    if r.connection_pool.connection_class is redis.Connection:
        r.connection_pool.connection_class = DisabledConnection
    elif r.connection_pool.connection_class is redis.UnixDomainSocketConnection:",58,0,0,0,0,0,1,0,207,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"_process_setting(section, ""debug.disable_certificate_validation"", ""getboolean"", None)",newrelic/config.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"    _process_setting(section, ""debug.log_autorum_middleware"", ""getboolean"", None)
    _process_setting(section, ""debug.log_untrusted_distributed_trace_keys"", ""getboolean"", None)
    _process_setting(section, ""debug.enable_coroutine_profiling"", ""getboolean"", None)",85,0,0,0,0,0,0,1,263,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"name = eval(name, callable_vars)  # noqa: S307",newrelic/config.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"            if _config_object.has_option(section, ""group""):
                group = _config_object.get(section, ""group"")
",46,1,0,0,0,0,0,1,121,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"sql = eval(sql, callable_vars)  # noqa: S307",newrelic/config.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"
            sql = _config_object.get(section, ""sql"")
",44,1,0,0,0,0,0,1,54,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"url = eval(url, callable_vars)  # noqa: S307",newrelic/config.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"            if _config_object.has_option(section, ""method""):
                method = _config_object.get(section, ""method"")
",44,1,0,0,0,0,0,1,124,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"method = eval(method, callable_vars)  # noqa: S307",newrelic/config.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"                callable_vars = {""callable_name"": callable_name}
                url = eval(url, callable_vars)  # noqa: S307
",50,1,0,0,0,0,0,1,126,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"name = eval(name, callable_vars)  # noqa: S307",newrelic/config.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"            if _config_object.has_option(section, ""rollup""):
                rollup = _config_object.get(section, ""rollup"")
",46,1,0,0,0,0,0,1,124,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"name = eval(name, callable_vars)  # noqa: S307",newrelic/config.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"            if _config_object.has_option(section, ""group""):
                group = _config_object.get(section, ""group"")
",46,1,0,0,0,0,0,1,121,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"name = eval(name, callable_vars)  # noqa: S307",newrelic/config.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"            if _config_object.has_option(section, ""depth""):
                depth = _config_object.get(section, ""depth"")
",46,1,0,0,0,0,0,1,121,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"command = eval(command, callable_vars)  # noqa: S307",newrelic/config.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"
            command = _config_object.get(section, ""command"")
",52,1,0,0,0,0,0,1,62,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"name = eval(name, callable_vars)  # noqa: S307",newrelic/config.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"            if _config_object.has_option(section, ""priority""):
                priority = _config_object.getint(section, ""priority"")
",46,1,0,0,0,0,0,1,133,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"path_hash = rotated ^ int(hashlib.md5(name).hexdigest()[-8:], base=16)  # noqa: S324",newrelic/common/encoding_utils.py,Weak Cryptography,MEDIUM,CWE-327,0.6,Python,NewRelic-python,0,"    rotated = ((seed << 1) | (seed >> 31)) & 0xFFFFFFFF

    if not isinstance(name, bytes):",84,0,0,0,0,0,0,0,92,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"path_hash = rotated ^ int(hashlib.md5(name).hexdigest()[-8:], base=16)  # noqa: S324",newrelic/common/encoding_utils.py,Weak Cryptography,MEDIUM,CWE-327,0.6,Python,NewRelic-python,0,"    rotated = ((seed << 1) | (seed >> 31)) & 0xFFFFFFFF

    if not isinstance(name, bytes):",84,0,0,0,0,0,0,0,92,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"path_hash = rotated ^ int(hashlib.md5(name).hexdigest()[-8:], base=16)  # noqa: S324",newrelic/common/encoding_utils.py,Weak Cryptography,MEDIUM,CWE-327,0.6,Python,NewRelic-python,0,"    rotated = ((seed << 1) | (seed >> 31)) & 0xFFFFFFFF

    if not isinstance(name, bytes):",84,0,0,0,0,0,0,0,92,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"exec(""""""exec _code_ in _globs_, _locs_"""""")",newrelic/packages/wrapt/decorators.py,Command Injection,CRITICAL,CWE-78,0.8,Python,NewRelic-python,0,"            if _locs_ is None:
                _locs_ = frame.f_locals
            del frame",42,1,0,0,0,0,0,0,92,0,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
context.verify_mode != ssl.CERT_NONE,newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"        if self.assert_fingerprint:
            assert_fingerprint(
                self.sock.getpeercert(binary_form=True), self.assert_fingerprint",36,0,0,0,0,0,0,0,148,1,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
if ssl_context.verify_mode != ssl.CERT_NONE and not getattr(,newrelic/packages/urllib3/connection.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"            ca_cert_data=self.ca_cert_data,
            server_hostname=hostname,
            ssl_context=ssl_context,",60,0,0,0,0,0,0,0,118,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
self.verify_mode = ssl.CERT_NONE,newrelic/packages/urllib3/util/ssl_.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"    class SSLContext(object):  # Platform-specific: Python 2
        def __init__(self, protocol_version):
            self.protocol = protocol_version",32,0,0,0,0,0,0,0,151,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
return ssl.CERT_REQUIRED if self._verify else ssl.CERT_NONE,newrelic/packages/urllib3/contrib/securetransport.py,Insecure Data Transmission,HIGH,CWE-319,0.8,Python,NewRelic-python,0,"        # TODO: Update in line with above.
        self._options = value
",59,0,0,0,0,0,0,0,73,0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
const nodeMajor = /^v?(\d+)/.exec(process.version),index.js,Command Injection,CRITICAL,CWE-78,0.8,JavaScript,NewRelic-nodejs,1," * TODO: As new versions come out, make sure to update Angler metrics.
 *
 * @param {Agent} agent active NR agent",50,1,0,0,0,0,0,0,113,0,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
return eval(,stub_api.js,Command Injection,CRITICAL,CWE-78,0.8,JavaScript,NewRelic-nodejs,1,"const RealAPI = require('./api.js')
const TransactionHandle = require('./lib/transaction/handle')
",12,1,0,0,0,0,0,0,98,0,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"""web"": ""http://newrelic.com""",package.json,Insecure Data Transmission,HIGH,CWE-319,0.8,JavaScript,NewRelic-nodejs,1,"  ""license"": ""Apache-2.0"",
  ""contributors"": [
    {",28,0,0,0,0,0,0,0,52,0,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"""web"": ""http://newrelic.com/""",package.json,Insecure Data Transmission,HIGH,CWE-319,0.8,JavaScript,NewRelic-nodejs,1,"      ""web"": ""http://newrelic.com""
    },
    {",29,0,0,0,0,0,0,0,47,0,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
if (!options.force && !TAG_VALID_REGEX.exec(tagName)) {,bin/create-github-release.js,Command Injection,CRITICAL,CWE-78,0.8,JavaScript,NewRelic-nodejs,1,"    logStep('Validation')
    if (options.force) {
      console.log('--force set. Skipping validation logic')",55,1,0,0,0,0,0,0,110,0,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
if (!TAG_VALID_REGEX.exec(version)) {,bin/create-docs-pr.js,Command Injection,CRITICAL,CWE-78,0.8,JavaScript,NewRelic-nodejs,1,"  if (force) {
    console.log('--force set. Skipping validation logic')
    return",37,1,0,0,0,0,0,0,83,0,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
